V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22
34;0;0.00168531626738076;0.851255357254683;2.33011751795147;6.36602437135169;11.8249959202072;12.2457232700247;12.5242260022855;10.8041126084407;9.21521920004474;6.61302388220148;5.85573945781654;4.9211360978773;3.57987063523435;3.01716079496835;1.76364564848753;1.28605759493682;1.2962157192032;0.743038654626229;0.519156861004653;0.40094584940182;0.630990503901304
35;0;0.824775901810245;5.4238600781361;11.6114480184053;12.6163643439649;10.3915830663832;8.74663719149723;8.65568046954615;7.09037326602219;6.71835995235693;5.5477165759889;4.25463068341693;3.09245249613664;2.03230969368007;1.55457706745128;1.2846871557841;0.90428059464611;0.713647337304286;0.683353039844707;0.469003488005179;0.437051283829276;0.860107775689488
36;0;1.32866757944962;5.75197123126777;8.34984520050886;10.4607664333127;10.924996426378;11.084111499233;9.37119229962795;7.43188485258877;6.41603249022735;6.23979380184625;4.77347160151443;3.11005684598828;1.96224604659599;1.33105856686721;1.21211640058663;0.7387836283664;0.51207456151136;0.388580742962447;0.125903537484995;0.134395219615758;0.237478012460364
37;0;0.608218169582639;5.17593751760253;10.2526437585098;14.3734326988396;14.1566854622243;12.0648672318745;10.3316865707636;7.68315840099769;5.8559665889822;4.39604768064559;3.10109284738122;1.85201273219926;1.48523967736786;1.03153855303189;1.24561141968994;0.852599670514957;0.355279646420356;0.228329552203594;0.0926904907784449;0.0902061143520832;0.528591526378652
38;0.0187900162478247;46.6347814404777;18.0599653815326;8.15964246286806;4.0499360247215;2.66431963615183;2.47238132057934;1.32789167192936;0.78950494625596;0.46921760475026;0.335674552134482;0.611850881630982;0.0795202644529216;0.0748826378690969;0.122301084043103;0.116112589250211;0.0109873415143706;0.0164085789262447;0.0371649603256794;0.00590085978374339;0.0111376665220734;0
39;0;2.18729716080209;5.71803126451414;11.8447855054183;15.726147731425;13.4924016869986;10.8044939379406;9.59742401636581;6.7532724246977;4.65846669206985;3.44696695901231;2.72048730898308;1.62432692202734;1.08037849663968;0.776708989613168;0.546377859678487;0.609089958741443;0.201833177465995;0.138696277663358;0.142330395350529;0.124276204410706;0.397204347484606
4;0;5.67040074983686;19.2173435542812;22.5659672202233;18.5646777527979;13.5354408374824;6.32677917415834;4.05598145679154;2.32012393822251;1.50997370821292;0.87530418572678;0.436079054449431;0.247749312258243;0.20466156374819;0.200343634344057;0.129625636398647;0.214471999958013;0.0660694225340353;0.0953880610816009;0.0548996738078633;0.0183861645430746;0
40;0;3.85124201969352;13.7982836222142;16.0291632647117;15.5679467063532;11.9590325808318;9.07417078575858;6.32975877250333;4.47130105815709;3.87897438620386;2.64705345765359;1.77074800509023;1.74569564168591;0.853944262844365;0.617539795841955;0.436553047125778;0.355688180238333;0.310032984476629;0.190030569136704;0.197763755954897;0.125176024328029;0.252608781886066
41;0;0.95121509611618;2.38891508983209;6.3054343446469;9.80614827188778;14.1708146399707;13.0162129198727;11.7742191195966;10.2281855924243;6.88055627304191;4.31053165245122;2.41985519125403;1.87264895485622;1.15973958610732;0.770523979713685;0.67414462877315;0.470745433136572;0.40908320339383;0.212132444054872;0.0661670295654;0.0532989373732444;0.175042650125764
42;0;9.7687276066859;12.9823391793039;12.3819965914833;12.2426696461572;7.96024795198584;5.34419577579539;4.52115330236461;3.47885456755208;2.73025002994798;1.84668962896867;1.44240823948216;0.86375516069206;0.416106627255193;0.300128630653036;0.207821094312829;0.139962559348341;0.141634126312094;0.0883748025109143;0.0720244469463253;0.0287102732203259;0
43;25.0172999029342;7.15419820556069;8.05656544963139;6.87709907013917;5.2487488405105;3.46229909655731;2.30193652022571;1.9724946524414;1.22508585378978;0.768133895874733;0.498995014418424;0.470761820140224;0.258917322368734;0.158434436757066;0.134355591225835;0.453734361895128;0.155901983464913;0.036454054971492;0.010440863352549;0.00917663314924807;0.00764496698015259;0
44;0;24.7744942703218;28.7571411006934;15.0100321176574;9.40437409320285;4.6459989218922;2.92050798166027;2.08734398490976;1.85423550837662;1.46490191319632;1.55512973771295;0.980370126942381;0.68105215027658;0.376831627592551;0.23828055372057;0.162421232856727;0.0963335095392642;0.0853742910858696;0.0557690049059925;0.0734044990099445;0.0136149485750423;0
45;0;5.1312404888638;13.7040803646682;17.2732379047939;14.7604122721182;13.0594748578966;10.6347972508938;6.65448056945901;4.47720958931217;3.1514724923547;2.34394458203304;2.10870469339387;1.36023650940515;0.683370698608392;0.598305336770135;0.593370198491233;0.416374177979296;0.345742972132297;0.0622617819595778;0.0552813575799919;0.022700359993978;0
47;0;0.162106176479741;1.63904962228955;5.79153287105912;8.97770517820694;11.3695769283001;10.8731067095209;11.3822875424896;7.75106739544215;6.07231755013627;5.50365614935835;4.36481549187784;2.95416280957396;2.3226659523591;1.72203329862582;1.43480008054653;1.20339682608004;0.796419090218184;0.823229230113905;0.837826325502019;0.762352080280477;4.75960244091496
48;0;5.90835756998166;11.162224630973;11.001738193317;10.6920298533943;9.77434852493765;8.04755432543002;6.24357692471941;4.9154159336609;3.60704770493333;2.62768675019111;1.82643080756559;1.28947651558591;0.797294459071495;0.858492937825343;0.556207273114512;0.647658892087662;0.359891117809209;0.420236784057989;0.315042344963131;0.277163276344509;0.834484987430051
49;0;2.31561490515525;9.85584846574407;13.6758143964128;14.7956901453397;13.7341232675736;10.8102625135239;7.78815405455313;6.1639381973481;4.24065416267556;2.58770758682727;1.80811439124417;1.2522080621901;1.12169971818961;1.11990055252143;0.997500807917739;0.807676550970626;0.384251148637376;0.378831074310932;0.126906864885108;0.137501428100714;0
5;0;0.121671648613818;1.38318506530214;3.53464844135115;8.44056697204641;10.8433077590932;11.8633610764826;10.7522970746451;10.3577614936801;8.06370367986376;5.8960984275057;4.17614688211654;3.51183961076261;2.62836616516486;2.51352582152352;2.13279274248166;1.4669058729017;1.57406779511576;1.22234636567362;0.727821057475356;0.472556318129567;1.771960513699
50;0;0.293884963423181;3.20787925427237;5.61879104879281;8.85295529368627;10.5946718415702;11.7496538092441;10.4575283496874;9.55971148393254;7.21013257523912;6.4448214567486;4.59467019626876;3.49559361938018;2.20386643683177;1.981060577546;1.63682038525743;1.10997033775711;1.31114394390608;0.711906848600552;0.499109991151571;0.645809723552861;1.81395345725559
6;2.43197638845441;12.9135048975936;14.3858589812928;14.322454485494;11.6078810069351;8.47247609031756;6.51982947146947;5.30210605251706;4.84389346267224;3.93720759421156;3.10079587953078;2.0778563729969;1.54510092220832;1.20558911979557;0.609649190869724;0.455797617161988;0.137287054659549;0.127428736716462;0.0890388784424526;0.082753966530779;0.137405425442026;0
7;0.0253820412940407;0.281432833973497;3.66094061781887;7.49420770473168;11.0676952691984;10.0252545650077;8.60746962482328;7.51742126344024;7.3933262583524;7.38282567582748;7.14474162294034;5.75420694278393;4.24310662602431;3.379910659101;2.68920137816394;1.83293017175196;1.31731072588342;1.0151275967816;0.858188410465587;0.744645325734256;0.867153236691206;2.57379269286617
8;1.62451660167749;23.5412260865246;27.75319982455;18.0570680366023;10.5140905454693;6.46733952962646;3.47680856095644;1.69430146294944;1.02583987058003;0.867423287229358;0.577342685463087;0.303944952711858;0.223845952870862;0.164333640377803;0.0738750549537337;0.0395987402022037;0.047762903279929;0.0153130604360683;0.006088808935625;0.0401013431321289;0.019769245001315;0
9;0.110741045091552;2.09898205025257;6.34834631453004;14.4002139447185;15.7434448030263;13.8006090973256;10.3840173731634;7.71640850680009;6.02897990431104;4.45799637189377;3.46765835173552;2.25399974600228;1.53793447860581;0.864425077051206;0.71777456648568;0.527133104653269;0.311318881958945;0.180108292883811;0.166932966688752;0.185277093246412;0.102139290399933;0.354280954798652
